time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),,,
2015-07-03T10:42:28.20Z,62.0578153,6.9720175,1520.179,0.04,0.26,-4.31,78.117,1292.461,62.66,3,5
2015-07-03T10:42:28.40Z,62.0578366,6.9717688,1246.390,0.02,-0.03,1.79,15.817,39.562,3.46,3,7
2015-07-03T10:42:28.60Z,62.0578264,6.9717517,1243.851,0.10,-0.06,0.76,12.148,32.935,1.58,3,8
2015-07-03T10:42:28.80Z,62.0578216,6.9717382,1245.044,-0.14,0.01,0.28,8.902,24.702,0.97,3,8
2015-07-03T10:42:29.00Z,62.0578150,6.9717481,1245.282,-0.17,0.04,0.18,6.998,19.465,0.39,3,8
2015-07-03T10:42:29.20Z,62.0578124,6.9717535,1244.829,-0.14,-0.04,0.01,5.767,15.965,0.18,3,8
2015-07-03T10:42:29.40Z,62.0578090,6.9717650,1245.756,-0.09,-0.02,-0.04,4.894,13.373,0.19,3,9
2015-07-03T10:42:29.60Z,62.0578070,6.9717639,1246.622,-0.08,-0.03,-0.02,4.281,11.575,0.17,3,9
2015-07-03T10:42:29.80Z,62.0578052,6.9717573,1246.965,-0.09,-0.01,0.00,3.827,10.018,0.17,3,9
2015-07-03T10:42:30.00Z,62.0578046,6.9717581,1247.207,-0.10,0.02,0.01,3.484,8.912,0.19,3,9
2015-07-03T10:42:30.20Z,62.0578048,6.9717546,1246.888,-0.07,0.00,0.03,3.221,8.069,0.22,3,9
2015-07-03T10:42:30.40Z,62.0578039,6.9717539,1245.726,-0.05,0.03,0.07,2.999,6.456,0.26,3,9
2015-07-03T10:42:30.60Z,62.0578039,6.9717543,1245.604,-0.05,0.05,0.08,2.800,5.818,0.25,3,9
2015-07-03T10:42:30.80Z,62.0578048,6.9717541,1245.506,-0.03,0.06,0.11,2.635,5.334,0.26,3,10
2015-07-03T10:42:31.00Z,62.0578044,6.9717553,1245.259,-0.03,0.07,0.13,2.493,4.754,0.26,3,10
2015-07-03T10:42:31.20Z,62.0578042,6.9717570,1245.360,-0.01,0.07,0.10,2.372,4.338,0.26,3,11
2015-07-03T10:42:31.40Z,62.0578042,6.9717592,1245.555,0.00,0.02,0.07,2.269,4.023,0.28,3,10
2015-07-03T10:42:31.60Z,62.0578044,6.9717598,1245.511,0.04,0.03,0.03,2.179,3.765,0.19,3,11
2015-07-03T10:42:31.80Z,62.0578043,6.9717584,1245.369,0.02,-0.01,0.01,2.099,3.554,0.18,3,11
2015-07-03T10:42:32.00Z,62.0578043,6.9717584,1245.217,-0.02,0.02,0.04,2.029,3.381,0.26,3,11
2015-07-03T10:42:32.20Z,62.0578042,6.9717575,1245.042,0.00,0.00,0.03,1.966,3.228,0.24,3,11
2015-07-03T10:42:32.40Z,62.0578040,6.9717567,1245.191,-0.01,0.01,0.02,1.909,3.166,0.26,3,11
2015-07-03T10:42:32.60Z,62.0578039,6.9717560,1245.400,-0.02,0.04,0.02,1.857,3.119,0.22,3,11
2015-07-03T10:42:32.80Z,62.0578037,6.9717555,1245.723,-0.03,0.04,0.04,1.806,3.074,0.25,3,11
2015-07-03T10:42:33.00Z,62.0578035,6.9717552,1246.050,-0.04,0.05,-0.01,1.760,3.032,0.19,3,11
2015-07-03T10:42:33.20Z,62.0578034,6.9717548,1246.343,0.00,0.02,0.01,1.718,2.991,0.20,3,11
2015-07-03T10:42:33.40Z,62.0578034,6.9717543,1246.655,-0.01,0.01,0.00,1.674,2.944,0.19,3,11
2015-07-03T10:42:33.60Z,62.0578035,6.9717535,1246.960,-0.02,0.00,0.03,1.632,2.898,0.26,3,11
2015-07-03T10:42:33.80Z,62.0578037,6.9717527,1247.318,0.01,-0.01,0.06,1.594,2.851,0.27,3,11
2015-07-03T10:42:34.00Z,62.0578040,6.9717517,1247.650,-0.02,-0.01,0.04,1.557,2.808,0.27,3,11
2015-07-03T10:42:34.20Z,62.0578043,6.9717502,1248.112,0.01,-0.02,0.05,1.523,2.754,0.26,3,11
2015-07-03T10:42:34.40Z,62.0578046,6.9717487,1248.504,-0.01,0.00,0.04,1.491,2.704,0.27,3,11
2015-07-03T10:42:34.60Z,62.0578049,6.9717472,1248.879,-0.01,0.01,0.05,1.461,2.657,0.27,3,11
2015-07-03T10:42:34.80Z,62.0578052,6.9717457,1249.227,-0.01,0.00,0.04,1.434,2.608,0.27,3,11
2015-07-03T10:42:35.00Z,62.0578056,6.9717444,1249.539,-0.01,0.01,0.06,1.409,2.563,0.27,3,11
2015-07-03T10:42:35.20Z,62.0578058,6.9717434,1249.846,-0.01,0.00,0.05,1.387,2.520,0.27,3,11
2015-07-03T10:42:35.40Z,62.0578061,6.9717424,1250.110,0.00,0.01,0.03,1.366,2.479,0.26,3,11
2015-07-03T10:42:35.60Z,62.0578063,6.9717413,1250.304,-0.01,0.01,0.03,1.345,2.440,0.26,3,11
2015-07-03T10:42:35.80Z,62.0578066,6.9717402,1250.513,-0.02,0.01,0.04,1.325,2.403,0.26,3,11
2015-07-03T10:42:36.00Z,62.0578068,6.9717393,1250.738,-0.04,0.00,0.02,1.305,2.363,0.20,3,11
2015-07-03T10:42:36.20Z,62.0578071,6.9717384,1250.876,0.00,0.01,0.04,1.287,2.325,0.25,3,11
2015-07-03T10:42:36.40Z,62.0578074,6.9717374,1251.002,-0.01,0.00,0.02,1.270,2.288,0.25,3,11
2015-07-03T10:42:36.60Z,62.0578077,6.9717364,1251.112,-0.03,-0.02,0.03,1.253,2.254,0.21,3,11
2015-07-03T10:42:36.80Z,62.0578081,6.9717355,1251.237,0.04,0.02,0.07,1.238,2.221,0.22,3,11
2015-07-03T10:42:37.00Z,62.0578079,6.9717343,1251.502,0.11,0.03,0.10,1.226,2.169,0.18,3,11
2015-07-03T10:42:37.20Z,62.0578077,6.9717340,1251.566,0.13,0.03,0.14,1.220,2.155,0.20,3,11
2015-07-03T10:42:37.40Z,62.0578080,6.9717340,1251.814,0.03,0.06,0.13,1.214,2.089,0.24,3,11
2015-07-03T10:42:37.60Z,62.0578087,6.9717324,1251.862,0.06,-0.07,0.11,1.205,2.081,0.25,3,11
2015-07-03T10:42:37.80Z,62.0578091,6.9717317,1251.901,0.05,0.12,0.17,1.196,2.044,0.23,3,11
2015-07-03T10:42:38.00Z,62.0578089,6.9717321,1251.849,-0.11,0.13,0.04,1.186,2.037,0.20,3,11
2015-07-03T10:42:38.20Z,62.0578089,6.9717322,1251.780,-0.05,-0.08,0.06,1.170,2.021,0.19,3,11
2015-07-03T10:42:38.40Z,62.0578083,6.9717321,1251.843,-0.06,-0.12,0.05,1.153,1.985,0.15,3,11
2015-07-03T10:42:38.60Z,62.0578082,6.9717309,1251.805,0.03,-0.19,-0.01,1.143,1.950,0.14,3,11
2015-07-03T10:42:38.80Z,62.0578080,6.9717299,1251.866,-0.08,-0.09,0.01,1.133,1.922,0.13,3,11
2015-07-03T10:42:39.00Z,62.0578080,6.9717295,1252.019,-0.07,0.02,0.04,1.124,1.898,0.22,3,11
2015-07-03T10:42:39.20Z,62.0578079,6.9717290,1252.308,-0.09,0.04,0.09,1.115,1.857,0.24,3,11
2015-07-03T10:42:39.40Z,62.0578077,6.9717280,1252.369,-0.08,-0.12,0.05,1.106,1.814,0.16,3,11
